genome,start,seqid,defense_system,source,end,system,class,defense_system2
GCA_007923205.1,828581,CP040672.1,mza,padloc,835536,mza,Unknown,mza
GCA_007923505.1,856518,CP031773.1,AbiJ,padloc,857399,AbiJ,Abi,AbiJ
GCA_007923505.1,3738181,CP031773.1,AbiL,padloc,3740033,AbiL,Abi,AbiL
GCA_007923505.1,1985851,CP031773.1,ietAS,padloc,1989270,ietAS,Unknown,ietAS
GCA_007954445.1,1890859,CP042346.1,AVAST_type_II,padloc,1894971,AVAST,Unknown,AVAST II
GCA_007954445.1,912882,CP042346.1,AbiD,padloc,913850,AbiD,Abi,AbiD
GCA_007954445.1,2574520,CP042346.1,RM_type_IV,padloc,2577381,RM,RM,RM IV
GCA_007954465.1,1890859,CP042348.1,AVAST_type_II,padloc,1894971,AVAST,Unknown,AVAST II
GCA_007954465.1,912882,CP042348.1,AbiD,padloc,913850,AbiD,Abi,AbiD
GCA_007954465.1,2574520,CP042348.1,RM_type_IV,padloc,2577381,RM,RM,RM IV
GCA_007995155.1,654837,CP042593.1,DRT_class_I,padloc,660263,DRT,Unknown,DRT I
GCA_007995155.1,186937,CP042593.1,RM_type_I,padloc,192823,RM,RM,RM I
GCA_007995155.1,2740442,CP042593.1,RM_type_IV,padloc,2743336,RM,RM,RM IV
GCA_007995155.1,2825517,CP042593.1,cas_type_III-A,padloc,2833849,CRISPR,CRISPR,CRISPR III-A
GCA_007995155.1,195110,CP042593.1,hachiman_type_I,padloc,199283,Hachiman,Unknown,Hachiman I
GCA_007995155.1,1278067,CP042593.1,thoeris_type_I,padloc,1281429,Thoeris,Abi,Thoeris I
GCA_007998145.1,453121,CP042650.1,AbiD,padloc,454227,AbiD,Abi,AbiD
GCA_007998145.1,2627584,CP042650.1,RM_type_IV,padloc,2630445,RM,RM,RM IV
GCA_007998145.1,35984,CP042650.1,shedu,padloc,37225,Shedu,Unknown,Shedu
GCA_008041975.1,305808,CP042928.1,Helicase-DUF2290,padloc,308709,Helicase-DUF2290,Unknown,Helicase-DUF2290
GCA_008041975.1,174815,CP042928.1,cbass_type_I,padloc,176710,CBASS,Abi,CBASS I
GCA_008041975.1,315909,CP042928.1,gabija,padloc,319696,Gabija,Unknown,Gabija
GCA_008041975.1,612828,CP042929.1,AbiD,padloc,613802,AbiD,Abi,AbiD
GCA_008041975.1,260221,CP042929.1,DRT_type_III,padloc,263637,DRT,Unknown,DRT III
GCA_008041975.1,475920,CP042929.1,Helicase-DUF2290,padloc,478821,Helicase-DUF2290,Unknown,Helicase-DUF2290
GCA_008041975.1,1023569,CP042929.1,RM_type_IV,padloc,1026469,RM,RM,RM IV
GCA_008041975.1,2639936,CP042929.1,argonaute_solo,padloc,2640637,Argonaute,Argonaute,Argonaute_solo
GCA_008041975.1,2682186,CP042929.1,argonaute_solo,padloc,2683868,Argonaute,Argonaute,Argonaute_solo
GCA_008041975.1,486021,CP042929.1,gabija,padloc,489808,Gabija,Unknown,Gabija
GCA_008244705.1,1937003,CP043386.1,AVAST_type_II,padloc,1941115,AVAST,Unknown,AVAST II
GCA_008244705.1,912891,CP043386.1,AbiD,padloc,913859,AbiD,Abi,AbiD
GCA_008244705.1,2620544,CP043386.1,RM_type_IV,padloc,2623405,RM,RM,RM IV
GCA_008244725.1,1937003,CP043392.1,AVAST_type_II,padloc,1941115,AVAST,Unknown,AVAST II
GCA_008244725.1,912891,CP043392.1,AbiD,padloc,913859,AbiD,Abi,AbiD
GCA_008244725.1,2620544,CP043392.1,RM_type_IV,padloc,2623405,RM,RM,RM IV
GCA_008244745.1,461315,CP043389.1,AVAST_type_II,padloc,465427,AVAST,Unknown,AVAST II
GCA_008244745.1,1488571,CP043389.1,AbiD,padloc,1489539,AbiD,Abi,AbiD
GCA_008244745.1,2620544,CP043389.1,RM_type_IV,padloc,2623405,RM,RM,RM IV
GCA_008244765.1,648871,CP043404.1,cas_type_III-B,padloc,656063,CRISPR,CRISPR,CRISPR III-B
GCA_008244765.1,813667,CP043404.1,dsr2,padloc,817248,dsr,Abi,dsr II
GCA_008244925.1,3765389,CP043416.1,RM_type_IV,padloc,3768520,RM,RM,RM IV
GCA_008274845.1,2468951,CP030931.1,DRT_class_II,padloc,2470411,DRT,Unknown,DRT II
GCA_008274845.1,339475,CP030931.1,RM_type_I,padloc,345344,RM,RM,RM I
GCA_008274865.1,2429876,CP031062.1,argonaute_solo,padloc,2430577,Argonaute,Argonaute,Argonaute_solo
GCA_008274865.1,2473680,CP031062.1,argonaute_solo,padloc,2475362,Argonaute,Argonaute,Argonaute_solo
GCA_008274865.1,4036104,CP031062.1,hachiman_type_I,padloc,4039599,Hachiman,Unknown,Hachiman I
GCA_008274865.1,4835979,CP031062.1,shedu,padloc,4836638,Shedu,Unknown,Shedu
GCA_008274865.1,50458,CP031063.1,AbiQ,padloc,51006,AbiQ,Abi,AbiQ
GCA_008274885.1,2431110,CP031065.1,argonaute_solo,padloc,2431811,Argonaute,Argonaute,Argonaute_solo
GCA_008274885.1,2474914,CP031065.1,argonaute_solo,padloc,2476596,Argonaute,Argonaute,Argonaute_solo
GCA_008274885.1,4036692,CP031065.1,hachiman_type_I,padloc,4040187,Hachiman,Unknown,Hachiman I
GCA_008274885.1,4836608,CP031065.1,shedu,padloc,4837267,Shedu,Unknown,Shedu
GCA_008274885.1,50458,CP031066.1,AbiQ,padloc,51006,AbiQ,Abi,AbiQ
GCA_008274905.1,912292,CP031068.1,PT_DndABCDE,padloc,920878,Dnd,RM,Dnd_ABCDE
GCA_008274905.1,903049,CP031068.1,PT_DndFGH,padloc,911884,Dnd,RM,Dnd_FGH
GCA_008274905.1,2394040,CP031068.1,argonaute_solo,padloc,2394741,Argonaute,Argonaute,Argonaute_solo
GCA_008274905.1,2450224,CP031068.1,argonaute_solo,padloc,2451906,Argonaute,Argonaute,Argonaute_solo
GCA_008274925.1,938732,CP031071.1,PT_DndFGH,padloc,947561,Dnd,RM,Dnd_FGH
GCA_008274925.1,933861,CP031071.1,RM_type_II,padloc,941098,RM,RM,RM II
GCA_008274925.1,3193011,CP031071.1,RM_type_II,padloc,3197483,RM,RM,RM II
GCA_008274925.1,2673590,CP031071.1,argonaute_solo,padloc,2675971,Argonaute,Argonaute,Argonaute_solo
GCA_008274925.1,65341,CP031072.1,retron_I-B,padloc,68584,Retron,Retron,Retron I-B
GCA_008329865.1,1926559,CP031888.1,AVAST_type_II,padloc,1930671,AVAST,Unknown,AVAST II
GCA_008329865.1,902796,CP031888.1,AbiD,padloc,903764,AbiD,Abi,AbiD
GCA_008329865.1,2609893,CP031888.1,RM_type_IV,padloc,2612754,RM,RM,RM IV
GCA_008329885.1,1926571,CP031890.1,AVAST_type_II,padloc,1930683,AVAST,Unknown,AVAST II
GCA_008329885.1,902808,CP031890.1,AbiD,padloc,903776,AbiD,Abi,AbiD
GCA_008329885.1,2609905,CP031890.1,RM_type_IV,padloc,2612766,RM,RM,RM IV
GCA_008330045.1,419967,CP039448.1,AbiD,padloc,421073,AbiD,Abi,AbiD
GCA_008330045.1,76289,CP039448.1,GAO_19,padloc,79269,GAO_19,Unknown,GAO_19
GCA_008330045.1,62924,CP039448.1,RM_type_I,padloc,68832,RM,RM,RM I
GCA_008330045.1,2570171,CP039448.1,RM_type_IV,padloc,2573032,RM,RM,RM IV
GCA_008330045.1,69274,CP039448.1,gabija,padloc,73087,Gabija,Unknown,Gabija
GCA_008330585.1,37756,CP031886.1,Nhi,padloc,39675,AbiO/Nhi,RM,AbiO/Nhi
GCA_008330585.1,2501048,CP031886.1,RM_type_IV,padloc,2503909,RM,RM,RM IV
GCA_008353525.2,2376481,CP069380.1,cas_type_I-B1,padloc,2382777,CRISPR,CRISPR,CRISPR I-B
GCA_008365255.1,1911532,CP043501.1,AbiD,padloc,1912506,AbiD,Abi,AbiD
GCA_008367895.1,695345,CP043546.1,RM_type_I,padloc,701265,RM,RM,RM I
GCA_008367895.1,3738846,CP043546.1,RM_type_IV,padloc,3741977,RM,RM,RM IV
GCA_008367895.1,3888645,CP043546.1,Stk2,padloc,3889964,Stk2,Abi,Stk2
GCA_008369725.1,3858139,CP043611.1,AbiG,padloc,3860168,AbiG,Abi,AbiG
GCA_008369725.1,4764311,CP043611.1,DRT_type_III,padloc,4767773,DRT,Unknown,DRT III
GCA_008369725.1,1670062,CP043611.1,RM_type_I,padloc,1676052,RM,RM,RM I
GCA_008369725.1,2253861,CP043611.1,RM_type_I,padloc,2259888,RM,RM,RM I
GCA_008369725.1,2243724,CP043611.1,RM_type_IV,padloc,2246615,RM,RM,RM IV
GCA_008369725.1,64022,CP043611.1,dXTPase,padloc,65431,dXTPase,Nucleotide_depletion,dXTPase
GCA_008369725.1,1253133,CP043611.1,dXTPase,padloc,1254365,dXTPase,Nucleotide_depletion,dXTPase
GCA_008369725.1,4040616,CP043611.1,kiwa,padloc,4042153,Kiwa,Unknown,Kiwa
GCA_008369725.1,545405,CP043611.1,shedu,padloc,546550,Shedu,Unknown,Shedu
GCA_008370795.1,2414757,CP043300.1,RM_type_IV,padloc,2417618,RM,RM,RM IV
GCA_008370795.1,2069353,CP043300.1,Stk2,padloc,2070861,Stk2,Abi,Stk2
GCA_008370795.1,2684152,CP043300.1,retron_III-A,padloc,2686689,Retron,Retron,Rretron III-A
GCA_008370815.1,2808173,CP043302.1,AVAST_type_II,padloc,2812285,AVAST,Unknown,AVAST II
GCA_008370815.1,1413258,CP043302.1,RM_type_IV,padloc,1416119,RM,RM,RM IV
GCA_008386395.1,4310757,CP043761.1,dsr2,padloc,4314248,dsr,Abi,dsr II
GCA_008386395.1,166057,CP043762.1,cas_type_I-C,padloc,174086,CRISPR,CRISPR,CRISPR I-C
GCA_008386395.1,160282,CP043762.1,gabija,padloc,163920,Gabija,Unknown,Gabija
GCA_008432245.1,1236715,CP043830.1,RM_type_IIG,padloc,1240053,RM,RM,RM IIG
GCA_008432245.1,2507691,CP043830.1,argonaute_solo,padloc,2510081,Argonaute,Argonaute,Argonaute_solo
GCA_008432245.1,946760,CP043830.1,retron_III-A,padloc,949374,Retron,Retron,Rretron III-A
GCA_008462245.1,58968,CP040232.1,RM_type_I,padloc,64822,RM,RM,RM I
GCA_008462245.1,2629641,CP040232.1,RM_type_II,padloc,2631859,RM,RM,RM II
GCA_008462245.1,2275842,CP040232.1,thoeris_type_I,padloc,2279075,Thoeris,Abi,Thoeris I
GCA_008534375.1,2637787,CP041770.1,RM_type_II,padloc,2641234,RM,RM,RM II
GCA_008619075.1,1274052,AP020324.1,AbiD,padloc,1275020,AbiD,Abi,AbiD
GCA_008619075.1,2057813,AP020324.1,Stk2,padloc,2059321,Stk2,Abi,Stk2
GCA_008619075.1,2667291,AP020324.1,retron_III-A,padloc,2669828,Retron,Retron,Rretron III-A
GCA_008619235.1,181259,AP020311.1,AVAST_type_II,padloc,185074,AVAST,Unknown,AVAST II
GCA_008619235.1,1641356,AP020311.1,AbiD,padloc,1642324,AbiD,Abi,AbiD
GCA_008619235.1,2297250,AP020311.1,RM_type_IV,padloc,2300111,RM,RM,RM IV
GCA_008619415.1,196961,AP020313.1,AVAST_type_II,padloc,200776,AVAST,Unknown,AVAST II
GCA_008619415.1,1661551,AP020313.1,AbiD,padloc,1662519,AbiD,Abi,AbiD
GCA_008619415.1,2310971,AP020313.1,RM_type_IV,padloc,2313832,RM,RM,RM IV
GCA_008619595.1,1623508,AP020315.1,AbiD,padloc,1624515,AbiD,Abi,AbiD
GCA_008619595.1,1948965,AP020315.1,DRT_class_I,padloc,1950491,DRT,Unknown,DRT I
GCA_008619595.1,2259969,AP020315.1,RM_type_IV,padloc,2262830,RM,RM,RM IV
GCA_008619595.1,1951760,AP020315.1,cas_type_III-A,padloc,1960274,CRISPR,CRISPR,CRISPR III-A
GCA_008619795.1,1618877,AP020316.1,AbiD,padloc,1619983,AbiD,Abi,AbiD
GCA_008619795.1,2257905,AP020316.1,RM_type_II,padloc,2260712,RM,RM,RM II
GCA_008619935.1,195395,AP020318.1,AVAST_type_II,padloc,199210,AVAST,Unknown,AVAST II
GCA_008619935.1,1659961,AP020318.1,AbiD,padloc,1660929,AbiD,Abi,AbiD
GCA_008619935.1,2308199,AP020318.1,RM_type_IV,padloc,2311060,RM,RM,RM IV
GCA_008620055.1,1275043,AP020320.1,AbiD,padloc,1276011,AbiD,Abi,AbiD
GCA_008620055.1,2419118,AP020320.1,Stk2,padloc,2420626,Stk2,Abi,Stk2
GCA_008620055.1,1786175,AP020320.1,retron_III-A,padloc,1788712,Retron,Retron,Rretron III-A
GCA_008630675.1,450739,CP043911.1,AbiD,padloc,451911,AbiD,Abi,AbiD
GCA_008630675.1,2554670,CP043911.1,RM_type_IV,padloc,2557531,RM,RM,RM IV
GCA_008630715.1,375172,CP043913.1,AbiD,padloc,376179,AbiD,Abi,AbiD
GCA_008630715.1,2538190,CP043913.1,RM_type_IV,padloc,2541051,RM,RM,RM IV
GCA_008630735.1,450734,CP043915.1,AbiD,padloc,451906,AbiD,Abi,AbiD
GCA_008630735.1,2554697,CP043915.1,RM_type_IV,padloc,2557558,RM,RM,RM IV
GCA_008630755.1,365241,CP043918.1,AbiD,padloc,366413,AbiD,Abi,AbiD
GCA_008630755.1,2529597,CP043918.1,RM_type_IV,padloc,2532458,RM,RM,RM IV
GCA_008630755.1,2259017,CP043918.1,gabija,padloc,2261631,Gabija,Unknown,Gabija
GCA_008630795.1,1883329,CP043920.1,AVAST_type_II,padloc,1887441,AVAST,Unknown,AVAST II
GCA_008630795.1,412287,CP043920.1,AbiD,padloc,413393,AbiD,Abi,AbiD
GCA_008630795.1,2549945,CP043920.1,RM_type_IV,padloc,2552806,RM,RM,RM IV
GCA_008630815.1,450761,CP043917.1,AbiD,padloc,451933,AbiD,Abi,AbiD
GCA_008630815.1,2554701,CP043917.1,RM_type_IV,padloc,2557562,RM,RM,RM IV
GCA_008630835.1,365233,CP043921.1,AbiD,padloc,366405,AbiD,Abi,AbiD
GCA_008630835.1,2529623,CP043921.1,RM_type_IV,padloc,2532484,RM,RM,RM IV
GCA_008630835.1,2259041,CP043921.1,gabija,padloc,2261655,Gabija,Unknown,Gabija
GCA_008630855.1,1368361,CP043922.1,RM_type_IV,padloc,1371222,RM,RM,RM IV
GCA_008630855.1,1637714,CP043922.1,retron_III-A,padloc,1640252,Retron,Retron,Rretron III-A
GCA_008630875.1,2595478,CP043923.1,RM_type_IV,padloc,2598339,RM,RM,RM IV
GCA_008693765.1,1872733,CP044106.1,AbiD,padloc,1873839,AbiD,Abi,AbiD
GCA_008693765.1,2223174,CP044106.1,Stk2,padloc,2224688,Stk2,Abi,Stk2
GCA_008694145.1,433645,CP043916.1,RM_type_IV,padloc,436506,RM,RM,RM IV
GCA_008694145.1,163821,CP043916.1,retron_III-A,padloc,166359,Retron,Retron,Rretron III-A
GCA_008694165.1,2476039,CP043914.1,RM_type_II,padloc,2478846,RM,RM,RM II
GCA_008727675.1,712522,CP044133.1,RM_type_I,padloc,718829,RM,RM,RM I
GCA_008727675.1,3826815,CP044133.1,RM_type_IV,padloc,3829946,RM,RM,RM IV
GCA_008727675.1,513624,CP044133.1,hachiman_type_I,padloc,517093,Hachiman,Unknown,Hachiman I
GCA_008728715.1,2422488,CP041723.1,RM_type_I,padloc,2428097,RM,RM,RM I
GCA_008728715.1,1758555,CP041723.1,cas_type_III-A,padloc,1767109,CRISPR,CRISPR,CRISPR III-A
GCA_008728735.1,740731,CP041724.1,RM_type_II,padloc,743514,RM,RM,RM II
GCA_008728755.1,2163645,CP041725.1,AbiD,padloc,2164685,AbiD,Abi,AbiD
GCA_008728755.1,503445,CP041725.1,RM_type_I,padloc,509054,RM,RM,RM I
GCA_008728755.1,2491381,CP041725.1,cas_type_III-A,padloc,2499934,CRISPR,CRISPR,CRISPR III-A
GCA_008728775.1,125382,CP041726.1,RM_type_II,padloc,128165,RM,RM,RM II
GCA_008728795.1,2459936,CP041727.1,RM_type_I,padloc,2465545,RM,RM,RM I
GCA_008728795.1,1796003,CP041727.1,cas_type_III-A,padloc,1804557,CRISPR,CRISPR,CRISPR III-A
GCA_008728815.1,81120,CP041722.1,RM_type_I,padloc,86729,RM,RM,RM I
GCA_008728815.1,789190,CP041722.1,RM_type_II,padloc,792521,RM,RM,RM II
GCA_008728815.1,744886,CP041722.1,cas_type_III-A,padloc,753439,CRISPR,CRISPR,CRISPR III-A
GCA_008802875.1,3754862,CP044349.1,RM_type_II,padloc,3758309,RM,RM,RM II
GCA_008807035.1,2715246,CP031739.1,RM_type_II,padloc,2718565,RM,RM,RM II
GCA_008807035.1,2205979,CP031739.1,RM_type_IV,padloc,2209053,RM,RM,RM IV
GCA_008807035.1,3634796,CP031739.1,lamassu_type_I,padloc,3637559,Lamassu,Unknown,Lamassu I
GCA_008807035.1,2718741,CP031739.1,qatABCD,padloc,2723525,qatABCD,Unknown,qatABCD
GCA_008807195.1,2768563,CP030804.1,AbiD,padloc,2769549,AbiD,Abi,AbiD
GCA_008807195.1,2330638,CP030804.1,DRT_class_II,padloc,2332008,DRT,Unknown,DRT II
GCA_008807195.1,250736,CP030804.1,RM_type_II,padloc,254149,RM,RM,RM II
GCA_008807215.1,22762,CP030805.1,AbiD,padloc,23826,AbiD,Abi,AbiD
GCA_008807215.1,265523,CP030805.1,RM_type_I,padloc,272437,RM,RM,RM I
GCA_008807215.1,285167,CP030805.1,RM_type_II,padloc,288162,RM,RM,RM II
GCA_008807215.1,1062153,CP030805.1,RM_type_IIG,padloc,1064915,RM,RM,RM IIG
GCA_008807235.1,430641,CP030807.1,DRT_class_I,padloc,432404,DRT,Unknown,DRT I
GCA_008807235.1,467427,CP030807.1,RM_type_I,padloc,475733,RM,RM,RM I
GCA_008807235.1,1051659,CP030807.1,cbass_type_I,padloc,1053052,CBASS,Abi,CBASS I
GCA_008807235.1,1045164,CP030807.1,gabija,padloc,1050050,Gabija,Unknown,Gabija
GCA_008807255.1,2836382,CP030803.1,AbiD,padloc,2837446,AbiD,Abi,AbiD
GCA_008807255.1,90672,CP030803.1,RM_type_I,padloc,97586,RM,RM,RM I
GCA_008807255.1,110317,CP030803.1,RM_type_II,padloc,113312,RM,RM,RM II
GCA_008807255.1,888982,CP030803.1,RM_type_IIG,padloc,891744,RM,RM,RM IIG
GCA_008807255.1,97641,CP030803.1,RM_type_IV,padloc,98600,RM,RM,RM IV
GCA_008807255.1,2119810,CP030803.1,lamassu_type_I,padloc,2122567,Lamassu,Unknown,Lamassu I
GCA_008807275.1,180960,CP030806.1,RM_type_I,padloc,187874,RM,RM,RM I
GCA_008807275.1,200604,CP030806.1,RM_type_II,padloc,203599,RM,RM,RM II
GCA_008807275.1,977910,CP030806.1,RM_type_IIG,padloc,980672,RM,RM,RM IIG
GCA_008807435.1,241332,CP030809.1,AbiU,padloc,243062,AbiU,Abi,AbiU
GCA_008807435.1,422284,CP030809.1,DRT_class_I,padloc,424047,DRT,Unknown,DRT I
GCA_008807435.1,239033,CP030809.1,RM_type_II,padloc,241210,RM,RM,RM II
GCA_008807435.1,1727664,CP030809.1,RM_type_IIG,padloc,1730408,RM,RM,RM IIG
GCA_008807435.1,455792,CP030809.1,cas_type_I-B1,padloc,462675,CRISPR,CRISPR,CRISPR I-B
GCA_008807435.1,2593496,CP030809.1,cas_type_II-A,padloc,2599357,CRISPR,CRISPR,CRISPR II-A
GCA_008807455.1,87317,CP030810.1,AbiU,padloc,89047,AbiU,Abi,AbiU
GCA_008807455.1,276405,CP030810.1,DRT_class_I,padloc,278168,DRT,Unknown,DRT I
GCA_008807455.1,85018,CP030810.1,RM_type_II,padloc,87195,RM,RM,RM II
GCA_008807455.1,309914,CP030810.1,cas_type_I-B1,padloc,316797,CRISPR,CRISPR,CRISPR I-B
GCA_008807455.1,2540128,CP030810.1,cas_type_II-A,padloc,2545989,CRISPR,CRISPR,CRISPR II-A
GCA_008807495.1,1136880,CP030812.1,GAO_19,padloc,1139937,GAO_19,Unknown,GAO_19
GCA_008807515.1,3001338,CP030835.1,GAO_19,padloc,3004395,GAO_19,Unknown,GAO_19
GCA_008807535.1,364358,CP030837.1,RM_type_I,padloc,372421,RM,RM,RM I
GCA_008807535.1,1361258,CP030837.1,ietAS,padloc,1364531,ietAS,Unknown,ietAS
GCA_008807555.1,87998,CP030808.1,RM_type_II,padloc,90885,RM,RM,RM II
GCA_008807555.1,297899,CP030808.1,cas_type_I-B1,padloc,306006,CRISPR,CRISPR,CRISPR I-B
GCA_008807555.1,887188,CP030808.1,cbass_type_I,padloc,888581,CBASS,Abi,CBASS I
GCA_008807555.1,880864,CP030808.1,gabija,padloc,885579,Gabija,Unknown,Gabija
GCA_008807555.1,2239644,CP030808.1,retron_XI,padloc,2241341,Retron,Retron,Retron XI
GCA_008807575.1,1749997,CP030813.1,RM_type_IIG,padloc,1752741,RM,RM,RM IIG
GCA_008807615.1,240275,CP030834.1,AbiU,padloc,242005,AbiU,Abi,AbiU
GCA_008807615.1,456213,CP030834.1,DRT_class_I,padloc,457976,DRT,Unknown,DRT I
GCA_008807615.1,434665,CP030834.1,GAO_19,padloc,437722,GAO_19,Unknown,GAO_19
GCA_008807615.1,237976,CP030834.1,RM_type_II,padloc,240153,RM,RM,RM II
GCA_008807615.1,1762686,CP030834.1,RM_type_IIG,padloc,1765430,RM,RM,RM IIG
GCA_008807615.1,489721,CP030834.1,cas_type_I-B1,padloc,496604,CRISPR,CRISPR,CRISPR I-B
GCA_008807615.1,2639559,CP030834.1,cas_type_II-A,padloc,2645420,CRISPR,CRISPR,CRISPR II-A
GCA_008807735.1,3661751,CP032365.1,Paris,padloc,3664085,PARIS,Abi,PARIS
GCA_008807735.1,2588411,CP032365.1,argonaute_solo,padloc,2590798,Argonaute,Argonaute,Argonaute_solo
GCA_008807735.1,935763,CP032365.1,argonaute_type_III,padloc,942235,Argonaute,Argonaute,Argonaute III
GCA_008807875.1,2669195,CP032668.1,cas_type_II-A,padloc,2675056,CRISPR,CRISPR,CRISPR II-A
GCA_008807895.1,593880,CP032669.1,cas_type_I-B1,padloc,601987,CRISPR,CRISPR,CRISPR I-B
GCA_008807915.1,328040,CP032670.1,RM_type_II,padloc,330927,RM,RM,RM II
GCA_008807915.1,540717,CP032670.1,lamassu_type_I,padloc,543334,Lamassu,Unknown,Lamassu I
GCA_008807935.1,571770,CP032671.1,RM_type_I,padloc,579849,RM,RM,RM I
GCA_008807935.1,559624,CP032671.1,cas_type_I-B1,padloc,566507,CRISPR,CRISPR,CRISPR I-B
GCA_008807935.1,897347,CP032671.1,retron_I-C,padloc,899038,Retron,Retron,Retron I-C
GCA_008807935.1,897347,CP032671.1,retron_XII,padloc,899038,Retron,Retron,Retron XII
GCA_008807955.1,2418242,CP032672.1,DRT_class_II,padloc,2419612,DRT,Unknown,DRT II
GCA_008807955.1,553348,CP032672.1,RM_type_I,padloc,559213,RM,RM,RM I
GCA_008807975.1,328040,CP032673.1,RM_type_II,padloc,330927,RM,RM,RM II
GCA_008807975.1,540717,CP032673.1,lamassu_type_I,padloc,543334,Lamassu,Unknown,Lamassu I
GCA_008807995.1,964452,CP044359.1,RM_type_I,padloc,970372,RM,RM,RM I
GCA_008807995.1,1838539,CP044359.1,RM_type_IV,padloc,1841670,RM,RM,RM IV
GCA_008808015.1,3691290,CP044360.1,RM_type_IV,padloc,3694421,RM,RM,RM IV
GCA_008824205.1,49546,CP044444.1,RM_type_I,padloc,55676,RM,RM,RM I
GCA_008824205.1,1158134,CP044444.1,RM_type_II,padloc,1160934,RM,RM,RM II
GCA_008824205.1,1226723,CP044444.1,RM_type_IV,padloc,1227634,RM,RM,RM IV
GCA_008824205.1,2229399,CP044444.1,wadjet_type_III,padloc,2235969,Wadjet,Unknown,Wadjet III
GCA_008831405.1,2085101,CP044498.1,cbass_type_I,padloc,2086969,CBASS,Abi,CBASS I
GCA_008934005.1,2670468,CP030490.1,RM_type_IV,padloc,2673329,RM,RM,RM IV
GCA_008934005.1,100588,CP030490.1,Stk2,padloc,102096,Stk2,Abi,Stk2
GCA_008934005.1,2401396,CP030490.1,retron_III-A,padloc,2403933,Retron,Retron,Rretron III-A
GCA_008934035.1,1065919,CP030493.1,AVAST_type_II,padloc,1070031,AVAST,Unknown,AVAST II
GCA_008934035.1,2107135,CP030493.1,AbiD,padloc,2108103,AbiD,Abi,AbiD
GCA_008934035.1,2679209,CP030493.1,RM_type_IV,padloc,2682070,RM,RM,RM IV
GCA_008934055.1,1978787,CP030514.1,AVAST_type_II,padloc,1982899,AVAST,Unknown,AVAST II
GCA_008934055.1,911919,CP030514.1,AbiD,padloc,912887,AbiD,Abi,AbiD
GCA_008934055.1,2662372,CP030514.1,RM_type_IV,padloc,2665233,RM,RM,RM IV
GCA_008934075.1,1936828,CP030495.1,AVAST_type_II,padloc,1940940,AVAST,Unknown,AVAST II
GCA_008934075.1,912794,CP030495.1,AbiD,padloc,913762,AbiD,Abi,AbiD
GCA_008934075.1,2620364,CP030495.1,RM_type_IV,padloc,2623225,RM,RM,RM IV
GCA_008934095.1,2652796,CP030441.1,RM_type_IV,padloc,2655657,RM,RM,RM IV
GCA_008934095.1,84034,CP030441.1,Stk2,padloc,85542,Stk2,Abi,Stk2
GCA_008934095.1,2383724,CP030441.1,retron_III-A,padloc,2386261,Retron,Retron,Rretron III-A
GCA_008934115.1,454377,CP030496.1,AbiD,padloc,455483,AbiD,Abi,AbiD
GCA_008934115.1,2584808,CP030496.1,RM_type_IV,padloc,2587669,RM,RM,RM IV
GCA_008934135.1,2670450,CP030452.1,RM_type_IV,padloc,2673311,RM,RM,RM IV
GCA_008934135.1,100586,CP030452.1,Stk2,padloc,102094,Stk2,Abi,Stk2
GCA_008934135.1,2401382,CP030452.1,retron_III-A,padloc,2403918,Retron,Retron,Rretron III-A
GCA_008934155.1,1951517,CP030498.1,AVAST_type_II,padloc,1955629,AVAST,Unknown,AVAST II
GCA_008934155.1,920960,CP030498.1,AbiD,padloc,921928,AbiD,Abi,AbiD
GCA_008934155.1,2607104,CP030498.1,RM_type_IV,padloc,2609965,RM,RM,RM IV
GCA_008934175.1,402247,CP030475.1,RM_type_I,padloc,408493,RM,RM,RM I
GCA_008934175.1,2628160,CP030475.1,RM_type_IV,padloc,2631021,RM,RM,RM IV
GCA_008934175.1,2359015,CP030475.1,retron_III-A,padloc,2361551,Retron,Retron,Rretron III-A
GCA_008934195.1,414129,CP030476.1,AbiD,padloc,415235,AbiD,Abi,AbiD
GCA_008934195.1,57909,CP030476.1,GAO_19,padloc,60889,GAO_19,Unknown,GAO_19
GCA_008934195.1,2526853,CP030476.1,RM_type_IV,padloc,2529714,RM,RM,RM IV
GCA_008934215.1,1961374,CP030443.1,AVAST_type_II,padloc,1965486,AVAST,Unknown,AVAST II
GCA_008934215.1,2601736,CP030443.1,RM_type_IV,padloc,2604597,RM,RM,RM IV
GCA_008934235.1,2669390,CP030465.1,RM_type_IV,padloc,2672251,RM,RM,RM IV
GCA_008934235.1,99475,CP030465.1,Stk2,padloc,100983,Stk2,Abi,Stk2
GCA_008934235.1,2400318,CP030465.1,retron_III-A,padloc,2402855,Retron,Retron,Rretron III-A
GCA_008934255.1,1937112,CP030431.1,AVAST_type_II,padloc,1941224,AVAST,Unknown,AVAST II
GCA_008934255.1,913005,CP030431.1,AbiD,padloc,913973,AbiD,Abi,AbiD
GCA_008934255.1,2663348,CP030431.1,RM_type_IV,padloc,2666209,RM,RM,RM IV
GCA_008934275.1,2670110,CP030467.1,RM_type_IV,padloc,2672971,RM,RM,RM IV
GCA_008934275.1,100204,CP030467.1,Stk2,padloc,101712,Stk2,Abi,Stk2
GCA_008934275.1,2401038,CP030467.1,retron_III-A,padloc,2403575,Retron,Retron,Rretron III-A
